mov_onset,valid_movement
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
1.8625,yes
0.1875,yes
1.22916666666667,yes
0.525,yes
-0.145833333333333,yes
1.5875,yes
1.15416666666667,yes
2.0375,yes
0.283333333333333,yes
1.30833333333333,yes
1.31666666666667,yes
0.9875,yes
1.1375,yes
1.1875,yes
0.754166666666667,yes
0.9875,yes
1.54166666666667,yes
0.075,yes
1.09583333333333,yes
2.72916666666667,yes
1.24166666666667,yes
1.71666666666667,yes
2.54583333333333,yes
1.02083333333333,yes
1.11666666666667,yes
1.125,yes
1.62916666666667,yes
1.51666666666667,yes
1.09583333333333,yes
1.31666666666667,yes
1.12083333333333,yes
0.879166666666667,yes
1.4,yes
0.8375,yes
1.125,yes
0.9625,yes
0.858333333333333,yes
1.77916666666667,yes
1.58333333333333,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
0.3125,no
NaN,no
1.20833333333333,yes
0.404166666666667,yes
2.13333333333333,yes
1.0875,no
2.2,yes
1.96666666666667,yes
1.53333333333333,yes
-0.00833333333333333,yes
0.629166666666667,yes
NaN,no
1.275,yes
1.1375,yes
0.970833333333333,yes
1.73333333333333,yes
0.929166666666667,yes
1.52083333333333,yes
1.0875,yes
1.3375,yes
1.15416666666667,yes
1.62083333333333,yes
0.891666666666667,no
1.51666666666667,yes
1.02083333333333,yes
1.11666666666667,yes
0.733333333333333,yes
1.425,yes
1.37083333333333,yes
0.970833333333333,yes
0.383333333333333,yes
2.17916666666667,yes
1.3,yes
1.51666666666667,yes
1.62916666666667,yes
1.77916666666667,yes
0.883333333333333,yes
0.833333333333333,yes
1.35833333333333,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
0.216666666666667,no
1.34583333333333,yes
0.895833333333333,yes
0.904166666666667,yes
1.1375,yes
1.55,yes
2.09583333333333,yes
0.970833333333333,yes
1.07083333333333,yes
0.875,yes
1.1625,yes
0.729166666666667,yes
1.35833333333333,yes
1.1125,yes
1.2,yes
1.7125,yes
0.575,yes
0.825,yes
1.1125,yes
1.80416666666667,yes
1.58333333333333,yes
1.54166666666667,yes
0.1125,no
1.25,yes
NaN,no
0.75,no
0.533333333333333,yes
1.29583333333333,yes
1.57083333333333,yes
2.2625,yes
1.54166666666667,yes
1.37916666666667,yes
1.675,yes
1.56666666666667,yes
0.966666666666667,yes
0.620833333333333,yes
0.945833333333333,yes
0.770833333333333,yes
1.10833333333333,yes
