mov_onset,valid_movement
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
0.704166666666667,yes
1.91666666666667,yes
1.0375,yes
2.70416666666667,yes
2.9875,yes
1.8875,yes
2.3375,yes
3.9625,yes
2.54166666666667,yes
2.12083333333333,yes
1.44583333333333,yes
2.9375,yes
2.59583333333333,yes
1.85,yes
1.08333333333333,yes
0.908333333333333,yes
2.47916666666667,yes
2.79583333333333,yes
2.45,yes
2.17083333333333,yes
0.858333333333333,yes
1.40833333333333,yes
1.49166666666667,yes
1.25833333333333,yes
1.23333333333333,yes
1.6125,yes
1.83333333333333,yes
1.9875,yes
1.6125,yes
1.7625,yes
4.24166666666667,yes
1.45833333333333,yes
1.99583333333333,yes
1.87083333333333,yes
1.39583333333333,yes
2.075,yes
1.6375,yes
1.00416666666667,yes
2.525,yes
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
2.17083333333333,yes
1.84583333333333,yes
2.63333333333333,yes
4.17083333333333,yes
2.36666666666667,yes
2.05416666666667,yes
2.32916666666667,yes
2.5,yes
1.9875,yes
2.18333333333333,yes
3.25416666666667,yes
1.71666666666667,yes
1.45833333333333,yes
1.45,yes
2.26666666666667,yes
1.82916666666667,yes
1.5375,yes
1.89166666666667,yes
2.42916666666667,yes
3.50416666666667,yes
2.16666666666667,yes
1.7375,yes
3.125,yes
1.725,yes
2.71666666666667,yes
1.8875,yes
2.29583333333333,yes
2.62916666666667,yes
1.2625,yes
NaN,no
2.08333333333333,yes
1.96666666666667,yes
1.65,yes
1.525,yes
2.025,yes
2.0375,yes
1.40833333333333,yes
1.175,yes
1.925,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
3.27083333333333,yes
1.69583333333333,yes
3.01666666666667,yes
1.62083333333333,yes
2.60416666666667,yes
3.19166666666667,yes
NaN,no
1.7375,yes
NaN,no
1.46666666666667,yes
1.90833333333333,yes
2.19583333333333,yes
3.2125,yes
NaN,no
2.42083333333333,yes
2.40416666666667,yes
2.24583333333333,yes
2.78333333333333,yes
1.67083333333333,yes
1.9,yes
2.25,yes
2.5875,yes
2.41666666666667,yes
1.37083333333333,yes
2.23333333333333,yes
1.59166666666667,yes
1.975,yes
1.85416666666667,yes
2.04583333333333,yes
2.0375,yes
2.5875,yes
1.60833333333333,yes
1.75,yes
2.4625,yes
NaN,no
1.94583333333333,yes
2.26666666666667,yes
NaN,no
2.25833333333333,yes
