mov_onset,valid_movement
1.025,yes
0.541666666666667,yes
1.12083333333333,yes
0.108333333333333,yes
NaN,no
1.65416666666667,yes
0.829166666666667,yes
0.891666666666667,yes
1.2,yes
1.19583333333333,yes
1.3,yes
1.43333333333333,yes
0.654166666666667,yes
1.81666666666667,yes
2.3125,yes
1.62083333333333,yes
1.22083333333333,yes
1.75416666666667,yes
1.55833333333333,yes
1.2,yes
2.4375,yes
0.975,yes
1.00416666666667,yes
1.12083333333333,yes
0.695833333333333,yes
2.775,yes
0.8875,yes
NaN,no
1.04583333333333,yes
0.625,yes
0.995833333333333,yes
0.495833333333333,yes
0.9125,yes
1.83333333333333,yes
0.7625,yes
1.01666666666667,yes
0.4,yes
0.554166666666667,yes
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
0.0375,no
2.24166666666667,yes
0.729166666666667,yes
0.666666666666667,yes
1.69583333333333,yes
1.35,yes
1.725,yes
0.9375,yes
1.47083333333333,yes
0.920833333333333,yes
1.125,yes
1.02083333333333,yes
1.24583333333333,yes
1.0625,yes
2.8625,yes
1.2,yes
0.825,yes
0.483333333333333,yes
2.92916666666667,yes
0.979166666666667,yes
0.941666666666667,yes
1.29583333333333,yes
0.991666666666667,yes
0.820833333333333,yes
0.420833333333333,yes
0.320833333333333,yes
0.870833333333333,yes
0.575,yes
1.57083333333333,yes
1.12916666666667,yes
1.0875,yes
1.99583333333333,yes
1.04583333333333,yes
0.420833333333333,yes
1.39166666666667,yes
0.933333333333333,yes
0.8375,yes
NaN,no
0.525,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,no
0.866666666666667,yes
NaN,no
0.970833333333333,yes
0.579166666666667,yes
0.379166666666667,yes
0.645833333333333,yes
0.4125,yes
1.05,yes
0.770833333333333,yes
0.379166666666667,yes
-0.0458333333333333,yes
0.758333333333333,yes
1.30833333333333,yes
0.895833333333333,yes
0.329166666666667,yes
0.729166666666667,yes
1.00833333333333,yes
2.075,yes
0.766666666666667,yes
0.616666666666667,yes
0.229166666666667,yes
0.970833333333333,yes
1.45833333333333,yes
0.483333333333333,yes
0.85,yes
0.316666666666667,yes
1.16666666666667,yes
0.5125,yes
0.708333333333333,yes
0.129166666666667,yes
0.9125,yes
0.633333333333333,yes
0.545833333333333,yes
NaN,no
0.5375,yes
0.258333333333333,yes
0.970833333333333,yes
1.4625,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
