mov_onset,valid_movement
1.77083333333333,yes
2.625,yes
2.3125,yes
0.225,yes
0.3375,yes
1.26666666666667,yes
0.383333333333333,yes
1.44166666666667,yes
1.37916666666667,yes
1.19166666666667,yes
1.07916666666667,yes
1.17083333333333,yes
0.345833333333333,yes
1.53333333333333,yes
1.80833333333333,yes
0.741666666666667,yes
0.495833333333333,yes
0.55,yes
0.929166666666667,yes
0.866666666666667,yes
0.708333333333333,yes
0.85,yes
NaN,no
0.291666666666667,yes
1.42083333333333,yes
1.06666666666667,yes
1.84166666666667,yes
1.22916666666667,yes
1.3875,yes
0.833333333333333,yes
0.595833333333333,yes
1.70833333333333,yes
1.33333333333333,yes
0.579166666666667,yes
0.991666666666667,yes
2.1375,yes
0.4375,yes
1.5875,yes
0.4,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
0.141666666666667,yes
0.575,yes
0.891666666666667,yes
1.91666666666667,yes
1.5875,yes
1.1625,yes
1.1125,yes
0.291666666666667,yes
0.683333333333333,yes
1.425,yes
1.72916666666667,yes
1.8875,yes
0.3875,yes
1.86666666666667,yes
0.795833333333333,yes
0.575,yes
0.554166666666667,yes
0.85,yes
NaN,no
1.15833333333333,yes
1.64583333333333,yes
1.60833333333333,yes
1.05416666666667,yes
0.758333333333333,yes
0.5625,yes
0.358333333333333,yes
0.383333333333333,yes
0.608333333333333,yes
0.2125,yes
1.05416666666667,yes
1.02916666666667,yes
1.00833333333333,yes
1.36666666666667,yes
0.733333333333333,yes
0.8125,yes
1.39166666666667,yes
1.31666666666667,yes
0.625,yes
0.604166666666667,yes
NaN,no
NaN,no
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
1.30416666666667,yes
0.466666666666667,yes
1.17916666666667,yes
1.0375,yes
1.97083333333333,yes
1.56666666666667,yes
0.554166666666667,yes
0.475,yes
0.9375,yes
1.16666666666667,yes
1.95,yes
0.6875,yes
1.49166666666667,yes
0.5625,yes
1.475,yes
0.195833333333333,no
0.429166666666667,yes
1.375,yes
0.766666666666667,yes
1.675,yes
1.55833333333333,yes
1.90416666666667,yes
0.7375,yes
0.2625,yes
0.525,yes
2.03333333333333,yes
0.575,yes
1.30416666666667,yes
0.879166666666667,yes
0.85,yes
0.2875,yes
1.4125,yes
0.479166666666667,yes
0.620833333333333,yes
0.945833333333333,yes
1.4125,yes
0.65,yes
0.9375,yes
0.554166666666667,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
NaN,yes
